特征一实部,特征一虚部,特征二,特征三,特征四四部,特征四虚部
26808,-2267,703,7,19014,-10733
28652,10341,743,2,-9035,7729
12432,1286,743,8,4722,19175
20121,23417,831,13,3159,20958
28479,254,848,0,-6529,3315
13858,21444,837,4,11425,19582
-10036,14579,708,13,-1107,-11146
18996,19381,847,0,20816,20361
8189,25808,744,15,-2927,18140
-1229,19569,718,15,-1534,690
27420,11822,711,0,-6146,5699
10015,3813,733,10,5767,19260
9021,16749,833,3,9021,16749
12160,21683,704,11,13001,22437
26912,4661,723,1,-4446,13621
28977,4902,743,1,-9446,10606
26819,3804,723,1,-4614,15549
-7272,3612,704,14,-7272,3612
-1032,11177,736,7,78,16264
4594,-8455,717,5,-7376,8279
29177,5902,733,3,-10963,4308
5435,18361,848,8,2678,12213
25211,988,748,2,6064,24444
813,3541,712,7,-1104,13533
19800,23721,845,13,-4318,3728
16607,21423,848,10,14338,20002
16504,-3343,735,10,-1718,13436
6352,15183,737,9,7727,19432
1654,24880,730,15,-9557,9373
28446,6855,722,3,-6744,-1133
28767,3368,731,8,-10699,1286
12110,25562,831,7,1006,-6447
26998,-1923,835,2,-1874,-4540
-5651,-6425,832,3,-5651,-6425
-149,-8542,727,12,-6480,-2744
9833,25899,833,9,-2074,-6981
28073,12556,719,2,-4456,-9704
2824,-14067,745,7,-8936,-3749
9710,26008,838,9,-426,-9481
17351,24402,844,7,3028,20632
28754,4614,718,8,-7361,-6110
27108,840,839,0,-2345,3922
19293,-2909,709,5,5643,-3866
3402,23898,726,15,-4875,12384
9035,15777,731,1,13867,22893
29196,7094,727,3,-9554,-3284
29501,2787,825,0,-907,-9304
20668,22615,841,15,7683,17702
6437,14370,708,10,9393,21895
27189,-3247,732,6,-12643,6407
25529,-1145,744,1,-920,21530
21532,-235,721,8,-1825,14282
15174,1827,707,6,2406,13114
13608,-4715,724,6,-1204,17589
3683,-11788,833,3,3683,-11788
-9498,-937,738,12,-9498,-937
11835,3641,743,5,7159,7657
21167,20500,845,10,20555,20281
4679,20851,736,15,3068,5960
69,21362,840,4,-7110,5374
-6732,2943,743,7,-6528,12674
21063,22087,848,13,11635,19054
15064,-7785,704,9,-4976,863
26868,11702,716,0,-2762,6867
23091,1634,723,6,268,4289
22308,20948,834,15,20120,20366
28479,4523,714,4,-2139,-9760
27556,11686,725,0,-5810,9029
-10502,15801,711,15,3841,-14292
10560,18802,727,10,13348,22386
20343,23452,848,13,-4771,12172
25615,9103,712,2,614,12840
-6448,17111,747,14,-8400,10987
1241,-5038,711,12,-3650,-542
18122,24092,838,14,1256,16784
27003,11085,714,0,-3297,10663
20769,-10330,718,9,-8398,-6040
21575,-591,740,6,-350,5734
-5369,5252,727,7,-3515,17429
26111,11297,703,0,-822,8506
8558,13647,721,10,10186,20998
21088,21813,842,15,13407,18564
28596,11465,735,2,-8081,-4673
9796,21246,825,9,9862,2811
41,13422,733,7,3199,20158
14870,22168,728,11,15560,22570
15906,21970,847,10,12962,20396
15409,23746,829,12,4317,6901
4684,4464,746,7,2458,9507
24463,3031,847,2,9970,2407
5410,21003,744,13,2499,8820
9550,15828,848,6,11360,6880
17614,20444,834,9,15231,16681
-7571,15079,842,4,-1944,-10608
5524,21216,745,14,4254,19643
15050,22879,849,7,6966,6999
-4122,15363,826,10,4132,-8541
28718,11821,748,2,-9527,-3337
22243,496,703,10,-1749,5052
29171,559,846,0,-8306,-138
11767,12054,715,0,13259,22613
-3365,20099,828,10,-3175,-7244
20215,-687,727,8,-569,16110
8253,24617,742,15,-297,16379
12803,21118,836,10,9425,17252
11124,21548,841,6,6054,15061
14773,25451,826,14,4131,-8829
2480,2432,846,2,7295,22484
28757,5576,746,1,-8345,9051
5722,-1431,825,1,1196,3912
12775,1738,827,2,5850,15591
14133,25549,842,7,-4922,-1738
18024,24591,827,13,5964,-10636
28839,7628,708,8,6758,-14720
20355,22761,837,15,7057,16863
27239,-2505,739,10,-10288,74
7445,26695,825,11,13236,-14547
27819,9965,735,0,-3464,14868
6025,-11729,727,7,-9145,2166
27584,-2088,740,4,-12072,5155
-378,2233,722,11,-2257,14430
4761,24705,846,10,-7783,9619
4525,20424,703,15,2216,11834
2481,-12697,732,12,-6315,-7455
18498,-9706,716,5,-4064,-6926
23059,-3466,722,10,-6934,10847
27510,10999,721,0,-4857,12570
5698,-9988,704,11,-8044,3359
22244,20723,837,14,20737,20340
24793,8525,744,1,7055,7871
29190,7825,734,1,-6897,-6464
10080,15976,724,3,13063,22306
15635,-2342,725,6,-495,15505
26243,5025,748,2,3570,21508
-5278,22202,724,13,-11271,-1831
14777,23468,833,5,4800,13305
5644,5346,707,5,2406,13114
2083,24070,736,13,-6888,6175
22925,1423,706,4,-2092,6559
5522,24761,730,15,-3374,16723
12599,24156,737,15,8300,21922
-3095,8604,717,14,-3095,8604
2187,10090,731,5,3395,18483
15431,22786,831,9,8271,16593
11814,-12982,723,12,3067,-12679
14530,9627,734,8,10063,16914
27707,-2335,829,2,-3851,-6488
26500,6951,709,8,5643,-3866
14234,2862,707,3,5158,19571
-1784,16897,719,13,-112,1128
11910,22179,735,7,12626,22645
7310,24126,745,15,-1095,13179
5506,6663,719,6,5929,20736
-8223,-6856,742,7,-11892,7232
19491,21217,831,6,18401,20771
11749,19112,717,3,14441,22562
1151,-1743,709,12,-2503,2419
17757,22561,841,9,12030,19962
28894,10633,745,2,-10572,5316
5679,-5394,725,7,-3854,5525
28921,8665,715,3,-1020,-12202
28312,9300,747,0,-1651,19637
25954,3341,726,8,-3393,5367
9753,1163,748,5,3808,6756
29402,2819,830,0,-134,-8809
28146,12389,721,2,-5843,-8893
20602,-1069,704,9,6501,-3043
14136,3785,717,8,5234,17832
14763,3831,839,0,9406,17988
18773,-3331,845,2,704,11962
3012,-1937,708,5,-3307,11319
27664,13603,711,0,-2332,-12733
-2635,18157,732,11,3327,23709
12450,-14024,740,11,-3859,-9022
-11667,8703,706,13,6579,-13491
22212,-476,714,4,-3297,10663
20910,-4836,738,10,-5503,10613
11193,24225,744,13,6119,21170
12410,10793,725,0,13419,22615
13802,-12488,728,5,-9458,-331
-74,21204,849,4,-7115,3755
16869,21051,846,3,16869,21051
8363,15894,704,10,10472,21570
22404,-6178,845,2,-5275,10111
19571,-4417,746,4,-2942,15953
26132,-4738,709,9,4483,-14930
-5907,5096,740,5,-3880,16922
23867,1049,715,6,-1211,2278
19270,20110,844,10,18336,19340
6803,24154,730,15,2,17694
17128,24430,847,12,-2735,9111
-9337,-2853,736,12,-9337,-2853
27116,11670,725,2,-369,2717
9879,-10060,703,7,-4850,-2287
-148,23106,717,15,-7644,5821
8702,17313,718,8,12308,22664
19819,22275,836,12,14519,20838
6448,21194,830,8,2853,17266
15287,24476,842,9,1163,17211
24739,-6133,712,9,785,-12848
18614,17928,741,10,18103,18887
2678,12213,848,3,2678,12213
2983,5964,740,14,5646,2874
13108,2887,728,7,7226,6510
20539,23149,839,15,1625,18195
18416,23382,838,14,5724,16956
16534,23334,841,12,4870,8603
1619,-12084,736,7,-8309,-2105
26641,1966,712,8,-7258,4564
24267,-3149,740,3,-2394,20277
3485,25627,748,13,-9581,8842
10019,16654,715,1,13259,22613
10012,20943,837,9,11685,1674
18276,19336,838,0,20186,20534
18656,23849,826,13,1102,7081
26370,5550,723,3,-2582,6698
9774,13017,715,1,11918,22110
18863,23264,844,12,8104,20379
-6281,5697,707,14,-6281,5697
-3575,-4597,703,14,-3575,-4597
28537,7781,703,10,17821,-11249
-2922,-9613,722,12,-9425,-2507
24792,-7369,718,9,-2246,-12964
-8843,17783,720,13,-4393,-9983
17873,489,709,7,10258,33
12712,24054,741,13,9050,22281
3564,21343,714,13,-314,13081
29187,1051,843,0,-6657,-2163
4576,26121,747,15,-10110,7557
27066,8927,732,2,-1335,15877
25169,-1593,831,2,10,-317
13683,-7706,841,2,-635,18315
12494,19465,828,1,13475,20473
21848,4007,706,3,1298,12525
7450,6124,716,4,6670,20849
19123,21583,840,7,14918,19051
27697,9366,741,0,-1339,17434
16274,21341,843,6,13626,19535
6746,22386,840,8,1922,18517
18369,24538,848,14,-7618,11998
19504,22380,832,12,14001,20669
18686,-10849,710,12,12165,-13577
28607,7769,716,3,-4064,-6926
11491,25735,745,13,5270,24226
10539,19657,834,8,8676,17149
-12451,2430,728,14,-12451,2430
28114,12140,723,2,-7160,-4795
-90,3303,734,5,-1842,12951
22193,20699,833,12,21148,20360
5723,8491,838,4,12153,924
11860,25595,834,9,-5674,3172
10012,19197,709,10,12541,22505
27838,11301,723,0,-6648,12324
8649,14287,704,8,10472,21570
4661,10212,830,6,14187,-91
16940,23521,828,14,4814,11210
6728,-6869,717,5,-5512,6969
11280,23054,736,13,7747,19794
27916,12994,727,0,-9293,-1955
12798,25475,825,7,-3234,-17
24150,4508,705,3,-836,9402
17432,22605,838,9,11567,19680
27806,13109,712,2,2216,-14190
11145,24880,849,10,2294,21012
4681,23404,729,15,-2169,13585
8171,15107,836,1,8936,17505
26843,8751,739,0,749,17883
17955,8208,705,0,9432,20653
28302,9104,731,2,-5517,17290
12356,24109,847,4,7566,22607
18948,24165,832,13,-4119,301
3955,22741,734,15,-1339,6127
19640,-5570,740,4,-4156,16339
11136,21664,721,5,12700,22747
-480,-2600,729,7,-5004,11128
14831,-13625,726,11,-8555,-5018
28299,794,738,10,-4049,-8155
14162,9129,724,4,9290,17009
20674,20709,833,6,20045,20402
-4898,16229,731,14,-4898,16229
18616,-11342,739,9,-4568,-8075
5244,23177,728,13,-382,16472
14859,2910,745,3,6787,19676
27877,7334,712,3,-2831,-3565
18848,23836,838,14,4879,21191
14134,4694,844,0,10521,18449
9932,16738,728,10,12389,21746
18643,23702,838,11,11165,23495
-7517,15303,730,14,-7517,15303
27985,2398,726,4,-8249,-410
-9666,12339,736,14,-9965,4573
27105,11751,741,0,557,6775
27837,13090,713,2,1833,-13716
-1266,8924,841,3,-1266,8924
-2144,16380,824,10,2667,-5347
757,23241,721,13,-6975,11050
27046,1230,837,0,-1491,3244
12641,25642,840,5,-4047,-1639
19702,1867,723,10,1951,10444
16816,25295,837,14,-8307,-1632
4954,-126,741,6,2983,20644
13148,24599,842,10,6744,22930
-1317,9881,745,9,1584,19448
14128,25045,827,5,-1995,13868
22690,3422,739,10,5422,4081
16524,24736,835,14,-1545,1390
-6634,-9216,716,14,-6634,-9216
3754,22452,717,15,-1594,12202
21718,19688,849,7,20741,18674
19758,22626,840,13,7955,11453
21847,116,737,3,256,16620
16407,-9731,741,6,-6132,16583
4694,20633,723,15,1951,10444
18497,17569,724,3,17461,18939
19107,-9671,708,7,2052,-11079
24142,1413,713,6,-645,1244
21844,19833,848,12,20679,18686
25918,-800,730,4,-7847,10004
8180,1797,745,7,4261,5818
2469,1407,708,11,-1529,11773
-1027,21574,710,13,-6412,7735
14472,25000,848,5,-3607,7313
13931,25818,846,9,-8098,10432
3145,-1316,712,11,-2779,10012
20128,-9715,708,12,14354,-12824
27483,13381,713,0,-2376,-8228
18499,20599,841,5,15788,17134
14066,-4529,726,10,-714,18269
-6282,11736,839,8,-3817,-4693
761,319,826,3,761,319
-3113,3244,741,11,-3692,13003
4917,25812,747,13,-8001,13216
17550,24329,828,12,2179,20157
-12033,4718,735,14,-8551,-4643
-5505,17969,833,4,-6276,-5526
5223,-14739,713,12,-4163,-11453
19155,24078,833,15,-854,-5807
27862,9669,715,2,-7259,11565
15724,24586,835,7,-592,14262
24221,-1894,724,4,-6624,12186
28685,10380,703,3,13352,-15275
16877,24322,839,5,5189,21405
5318,26112,746,15,-8689,10234
27821,13396,708,2,8404,-16027
-3968,19389,710,15,-3123,-2990
27327,10764,730,2,-2468,8601
13264,21647,826,12,14305,3918
-1944,-1339,728,5,-3929,15835
4226,11112,833,8,6311,4147
11192,10601,824,0,12914,20260
23757,2270,736,4,1115,4580
19323,22646,837,14,11425,19582
18662,22266,835,9,14390,20794
26962,10380,707,2,-3397,6954
12689,20460,730,4,15076,22672
1284,25274,744,13,-10724,3266
2562,16603,729,15,5811,3753
20432,18960,840,8,20243,18707
2647,-12930,744,5,-10724,3266
16992,23337,847,11,6826,17079
4782,-13162,718,12,-4021,-9535
21018,20998,825,9,19838,20565
20388,23336,847,15,-2735,9111
-1511,4290,725,14,-1511,4290
19241,20581,827,3,19241,20581
3161,22930,839,6,-4572,2090
10342,16464,730,3,13727,22409
-5109,20911,715,15,-5921,-5920
12761,-11777,721,11,-7155,-2576
503,-9429,739,11,-8337,3202
27515,3500,712,3,-8332,9499
-11901,12731,706,15,7662,-14644
27064,8828,713,1,516,-604
21369,18474,827,9,21408,17543
16413,-7208,743,8,-866,20996
1973,20062,745,14,402,17432
20300,23105,843,15,2556,13395
22984,4391,715,8,2201,7523
-2780,8525,722,7,-992,18278
-3415,-7048,719,12,-8672,-182
5889,15204,837,10,8403,3813
13728,6598,716,2,10593,22327
4653,21439,704,15,1187,13327
14388,24889,840,5,-2611,9818
22798,5533,738,2,5997,19830
23580,1864,729,10,-148,5523
9625,20221,826,9,12069,2811
9910,13084,713,1,11681,21992
14213,21280,844,8,12491,20185
14689,25427,848,11,-6529,3315
-9117,12695,708,13,1854,-10019
4316,26575,748,13,-10763,12633
2280,23788,836,6,-7321,902
11850,21983,704,12,12170,22311
-1323,11144,748,11,589,17608
-5304,-5535,718,14,-5304,-5535
28218,3054,724,8,-9523,1774
71,-9670,738,5,-9391,6153
15132,21683,846,4,12795,20325
6922,-912,741,5,557,6775
9490,14381,714,3,11812,22018
7344,-9312,713,5,-7343,5329
11559,8491,712,3,8899,20192
27697,10340,708,2,-7692,6581
12728,-4448,729,10,112,19183
24693,7491,705,10,12336,137
7151,-4559,706,14,7151,-4559
11992,24073,827,9,1053,7562
-5336,6523,845,3,-5336,6523
11209,-4689,825,2,1059,17514
18731,24148,828,15,1084,-1927
24250,-2817,705,6,-8193,4160
-2309,-9732,743,11,-10072,5050
4495,10131,709,11,4084,16102
17283,19538,723,13,17418,18947
-6513,580,724,11,-5599,17095
1954,24576,739,13,-8166,5469
24695,49,718,4,-5527,7615
-3821,-6845,721,14,-3821,-6845
9028,22560,736,14,8117,21796
27410,-1005,741,4,-9927,3193
26813,-1161,734,6,-4375,-4830
26223,220,727,3,-4237,18027
-9053,14801,747,14,-10454,7154
11528,25628,828,7,2413,-6998
-460,20376,703,15,-3053,4734
15630,23015,725,13,14652,22559
6667,19023,734,9,8906,21760
14379,25323,848,11,-5287,1014
12993,24718,829,9,-1544,11141
28910,3796,711,6,3180,-14488
26235,12381,726,2,6510,3021
5116,23136,740,13,-1666,10987
15930,22373,846,5,8155,12843
5868,13522,842,10,10543,2488
8752,-3136,742,6,750,18587
28817,11320,738,2,-10213,-3170
21663,20758,830,9,20763,20476
12561,20641,727,10,14785,22648
28746,7674,704,6,19426,-11176
26219,10206,746,0,3529,14565
18965,2275,719,3,3336,17708
17866,22514,843,11,10943,18534
6769,23067,729,13,2070,17834
6396,13450,843,10,10920,2990
12368,-967,726,5,2191,5607
7749,24740,731,15,624,19743
-8223,10909,830,4,2076,-11841
21873,-4927,722,6,-6822,11689
18744,20194,835,6,17701,19206
751,10359,716,13,9051,221
20843,20788,836,6,20046,20570
4865,18613,710,12,5634,20014
19074,3443,735,1,5274,17943
-2990,17243,826,6,4132,-8541
25534,8920,706,8,12179,-674
-2423,-3348,726,9,-4454,17840
26719,630,831,0,-2167,4231
12695,-332,707,5,3233,4649
18826,-2641,723,8,-694,18588
9949,-1295,730,6,2501,19473
26243,5980,709,4,5643,-3866
28124,9591,732,0,-2551,19964
4878,21592,717,13,1137,14606
13165,24805,825,5,-1830,8878
2529,973,706,7,-1628,10864
13569,23439,833,5,4077,8409
23198,-7760,705,12,18809,-11589
1644,8305,837,1,1645,13792
13935,25036,832,7,-2316,4844
-333,1888,715,12,-2694,6318
-4955,-5806,845,1,-9669,6671
1839,-6489,728,7,-6661,7808
28226,4638,713,4,-1559,-8711
14406,23438,824,5,4968,13756
3673,21700,703,15,-367,12497
7478,-4835,825,1,1085,-186
5825,23214,825,10,-2375,12780
9751,16838,720,8,12563,22206
23613,896,707,10,-2030,3060
27451,4362,718,1,-6672,13505
-4496,10245,839,3,-4496,10245
19442,24144,837,13,-8482,2424
-160,17410,724,13,672,3176
-822,25250,734,15,-8109,-7389
27006,5601,703,8,708,-4955
-1652,14367,837,8,-1974,2646
28661,4195,740,3,-8783,5291
-5374,-1031,738,7,-7335,9238
18137,-2861,831,2,1104,11270
28378,5570,714,8,-2676,-8208
21524,-3374,731,1,3038,23567
26316,13356,724,0,6638,1685
-1407,13456,838,1,1028,18789
14538,-7030,707,6,-4538,16546
26087,-3276,717,9,6722,-13195
-3315,-10453,727,12,-10257,-2850
18413,20805,837,7,15467,16892
27198,1981,725,8,-8138,6239
9962,-9330,746,6,-2578,19994
26877,-2183,707,5,15107,-12810
14827,17454,825,8,14555,15998
-2707,8275,718,12,-2881,12648
26023,-189,708,8,-8650,8877
21315,9980,716,2,8597,15901
28838,5501,716,10,7332,-13559
2086,24142,845,6,-7975,-1116
28115,12306,720,2,-5979,-7850
8171,19573,746,7,9288,20948
17753,18539,727,11,17548,18962
11906,21692,734,14,11437,21196
20662,-3511,743,4,-3296,14034
-1449,23543,724,15,-9523,1774
27549,13504,706,2,8000,-15154
-3701,10241,833,8,-328,-2924
8879,5016,715,8,6501,20729
28771,1221,831,0,-5000,-2303
27391,526,732,8,-9270,10893
11243,-283,738,7,6178,2370
18377,24347,824,13,-2869,-696
18267,24448,847,14,-6476,11026
23330,7816,737,0,7727,19432
27436,11801,733,0,-3610,9591
19260,20676,847,7,16280,17457
18286,24650,828,13,3040,-12079
5636,24956,732,13,-1966,19388
26059,52,738,3,-4440,15947
17209,25071,838,14,-8615,3362
15104,1414,844,0,8186,18260
-10656,12391,743,14,-11029,3863
25671,5569,734,3,1021,5267
20008,-5714,735,8,-3615,18067
18612,-1161,726,4,-318,15878
8866,24197,825,6,-77,17133
672,3176,724,14,672,3176
10018,21523,827,6,5284,14700
4541,15151,824,3,4541,15151
27458,-875,730,6,-10255,1048
27936,10728,714,2,-8618,5575
18397,-11078,728,9,-9733,-1014
14406,-12322,713,7,-4648,-7416
15749,-10852,721,5,-6900,-3216
22989,-6127,841,2,-5830,8756
21113,20383,839,8,20889,20273
29251,6891,729,3,-10235,-2346
19310,23693,839,14,5793,22524
-3392,-7593,715,14,-3392,-7593
28005,9455,729,2,-5476,15166
9021,-1437,736,10,2059,18590
28678,11979,745,2,-7993,-6168
22768,3236,744,8,2499,8820
3325,-5817,724,9,-4903,13851
26082,2503,713,8,-5200,4360
16326,18774,829,2,17922,20562
15687,22351,844,5,8067,12378
11834,22312,841,11,11403,1342
20676,23247,847,13,1557,20454
20382,23092,843,15,2270,14631
9331,16494,835,1,10326,18562
10937,26361,835,9,-7427,-3625
27185,-158,719,10,-8672,-182
26206,-2252,738,6,-6290,-1705
22641,3478,735,6,6348,3089
9479,21036,744,14,8741,20076
349,-7979,703,12,-5546,-3151
3519,9547,727,9,4227,18521
19058,23768,840,14,5479,21584
27672,9853,743,2,-2774,9967
30045,3462,835,0,1884,-12699
26927,6912,733,2,1149,20312
-5121,21657,728,13,-10038,-2666
19485,-10964,727,11,-3178,-9845
165,24940,735,15,-8091,-4227
26300,7708,703,8,8534,-3894
11080,25341,828,9,-4058,2160
10561,19567,746,4,14045,22840
14963,21082,843,4,12794,19469
20184,23635,846,13,-7783,9619
-7081,-1415,746,7,-8635,10288
28336,2572,740,3,-8810,10152
18627,19942,838,4,17921,19266
20350,20688,834,8,19908,20594
16292,23382,839,12,4903,7921
7668,21900,835,8,3992,18703
-7001,19665,717,15,-2810,-10134
15272,19818,834,8,14301,18735
912,23500,836,10,-8318,1490
24274,-2099,730,8,-4880,16303
945,-7357,719,7,-7664,7314
11052,16563,739,8,13288,21541
28393,11653,743,0,-9030,7771
10418,17450,712,3,13209,22397
12135,23174,740,15,8253,19678
29240,2923,834,0,1204,-8104
25050,-3974,703,9,5639,-12498
13973,22033,743,14,13592,21695
7320,24045,748,15,-884,12919
10911,-409,734,10,1995,17085
10181,23535,842,10,3292,18282
13438,24158,743,15,9427,22393
6211,-7240,714,9,-6257,10353
20862,-10318,713,11,-159,-12399
28261,12288,723,2,-6708,-7763
5901,21448,729,15,2203,12457
9025,16520,843,1,10025,18575
21630,21046,831,14,19899,20439
21482,21616,825,15,17899,20776
28765,11069,741,2,-10000,-187
10117,15548,736,7,10177,17138
28581,10268,722,1,1328,-12065
4835,-2642,710,9,-3001,12343
18924,20129,839,10,17983,19292
-3956,16591,708,15,1545,-3826
10823,18079,734,3,14082,22490
7679,25598,746,13,-2271,18931
24232,7917,708,0,3925,18959
-1949,18625,831,4,-5003,722
6137,21242,715,13,3122,15356
11972,21945,842,5,10543,2488
12651,24691,837,6,5145,22198
14726,-3612,739,6,-1312,14191
14178,23477,829,9,4543,14397
3693,12009,824,10,10339,444
-3891,13394,708,13,2591,-2817
2270,14631,843,3,2270,14631
15734,21201,849,4,13642,19884
26497,1541,707,4,-6306,722
17146,-3373,722,4,-992,18278
27759,9594,722,2,-5314,12751
18330,24319,824,15,2793,-3873
10829,18874,731,8,14103,22671
8225,24108,729,15,2240,19228
21103,20529,844,10,20477,20308
25787,5184,846,0,10330,3567
1702,10464,726,7,2505,17266
2393,22856,832,6,-5280,1528
27897,13042,722,2,2016,-12322
20576,22971,846,13,4445,18716
13797,-10973,716,7,-3839,-5676
5104,24792,730,13,-2584,18672
15242,585,731,5,5395,4282
20661,-2292,707,9,4753,-3868
28900,8037,730,1,-9927,1660
17327,24235,843,9,7048,23057
5957,15361,829,6,9138,3685
15347,-2082,743,8,1635,18608
28345,6254,709,8,770,-10314
22447,-9227,708,7,5732,-14500
22432,6046,724,10,7824,5657
-1874,5541,704,14,-1874,5541
21988,-322,733,8,-1471,15355
4744,19397,832,8,1491,13861
11440,22316,726,12,12010,22703
27832,12136,724,0,-8077,5482
15784,20665,843,10,13524,18648
8137,1302,742,10,3610,19001
-5969,6909,825,8,325,-7299
18662,-1422,733,8,671,18147
-604,19963,845,4,-5464,2286
-11592,4802,713,13,11691,-13435
836,12566,741,9,3760,19966
8071,9071,830,3,8071,9071
18244,-6850,714,5,160,-4626
17831,24682,824,13,4913,-10071
23065,-329,723,4,-3720,10657
17070,15468,733,0,15706,20319
14570,810,708,10,1620,14647
16557,22955,829,14,8130,8827
5840,24154,843,6,-5474,8661
-983,19570,746,14,-2942,15953
18045,18538,735,5,17890,18841
-7144,11995,743,7,-3690,18837
4301,22670,843,6,-3288,3865
-1725,2218,748,9,-2066,16323
7931,22079,833,1,9987,23236
14713,21942,736,9,15461,22436
13313,20692,740,8,15639,22625
22275,5343,736,0,8117,21796
9396,26230,825,7,10400,-13171
-1299,11458,746,11,649,17768
5092,9392,826,4,10596,1430
12592,25628,836,11,-2311,-3879
14700,-13664,725,11,-8554,-5147
19398,19727,826,0,20501,20544
13209,178,736,5,6123,3315
9327,21257,838,10,4345,13801
-5096,5257,828,8,2835,-7802
7774,20127,707,7,9244,21849
424,21967,746,14,-1956,19309
11682,18477,746,10,13919,21761
28134,3216,722,4,-6594,-3770
5880,23627,730,13,2,17694
22903,-3041,828,0,-1770,14394
-4645,5918,739,5,-2433,16646
5695,25740,728,15,-4207,18967
10031,-12488,726,5,-9888,3536
21172,20723,827,6,20753,20512
22726,20746,844,15,20477,20308
22620,928,732,6,-380,6938
5142,13411,840,6,11520,990
10349,14106,745,2,15041,22856
11444,18968,845,1,12651,20256
17466,18573,847,0,19410,20483
2759,13540,724,7,4312,18819
21606,963,725,3,1286,18127
10868,25293,827,11,2742,-5948
-6620,19891,719,13,-7953,-5246
12623,23279,826,9,3662,9692
10396,20929,825,5,12257,2693
15375,24573,837,5,1006,16392
11426,22309,846,8,8555,20677
-2087,13364,835,8,-1545,1390
10183,8228,829,2,10248,18693
3447,21320,732,15,-423,8514
26255,-1910,741,10,-7120,333
18405,23908,848,5,8530,23529
20732,22893,845,15,4198,18452
2201,15739,745,11,4254,19643
26956,-235,726,10,-8554,2007
-1429,22027,726,13,-7550,5373
14660,8017,703,6,7963,14007
17075,-5793,736,6,-4123,12938
27413,6769,730,0,2726,23405
-1240,-11899,739,7,-10288,74
20008,23600,838,15,-4615,9550
10169,-9380,707,11,-5420,-116
9259,12290,709,8,10001,20949
14273,24707,830,5,-379,13317
15844,16401,844,1,16043,17291
27824,-908,744,4,-10724,3266
26320,458,726,3,-4560,17585
26834,4697,746,1,-2721,12244
22246,-2821,717,10,-5486,10231
716,12651,723,13,7018,1077
11607,16304,840,2,15045,20993
17492,17841,705,4,16670,18931
20148,-10305,724,9,-8424,-4371
19486,23846,841,13,-2936,2472
27839,381,737,4,-8633,-1050
15052,24167,842,5,828,12344
25873,4771,725,8,-369,2717
11731,-2430,742,8,3256,20813
29180,7596,735,1,-8091,-4227
20309,-9776,707,12,14584,-12966
29210,1086,849,0,-6992,-833
14923,21973,738,9,15661,22426
3549,18414,740,13,5207,4356
13918,23021,846,6,8619,20180
22104,17325,846,1,22085,17451
6488,21776,732,15,2431,13391
13268,-1456,719,11,3418,2955
-888,20460,837,10,-2758,-3814
25858,4217,711,1,-3975,13720
19584,-2643,715,4,-3013,15611
28084,2769,716,10,-2913,-8190
3583,11874,723,7,4164,17319
8039,23263,829,4,2189,18858
18849,1433,722,9,7528,2169
28737,2654,716,6,-1764,-12020
-2002,12729,748,7,118,17989
264,-8710,748,9,-8253,11672
4252,20765,836,3,4252,20765
4322,-2463,706,7,-2729,6829
19861,22183,842,14,12669,19396
9440,24196,738,15,2760,18244
-3039,19511,730,14,-3039,19511
8127,18265,714,7,9189,20389
15582,18319,831,4,14996,16478
5002,21524,846,1,7947,23358
15662,24916,844,9,456,19476
19791,23774,841,15,-2714,-4064
7662,23265,845,3,7662,23265
7390,-14258,737,5,-9715,-1858
5881,25349,741,13,-4895,15752
15584,23017,736,13,14047,22250
16199,23607,834,14,6163,4460
22891,20209,838,14,22032,19916
3966,21975,743,13,-615,7192
23102,-1226,844,0,1098,13250
17990,24265,826,14,1533,19568
4296,22051,714,15,-234,12906
23430,-4871,742,8,-5765,17127
23310,-737,732,10,-3646,8968
-7403,18712,729,13,-4717,-8596
18194,-3727,709,5,3766,-3231
29130,9144,724,1,-7588,-8640
13178,26166,831,12,6897,-13738
28450,-2194,843,2,-4654,-7683
21705,16749,824,0,21297,17567
24149,-98,723,6,-3529,4274
17166,24178,844,12,-1079,10599
13659,80,832,2,4857,15286
25782,-772,745,3,-3685,17679
10166,23667,724,13,6856,21422
-6315,-7455,732,14,-6315,-7455
17582,-8161,728,10,-4207,18967
6295,22629,720,15,1543,15563
25759,-2950,737,10,-8594,2666
28596,2660,728,8,-11204,3260
24608,-6718,716,9,-1061,-12373
24964,-888,709,4,-7699,7328
27241,3436,723,1,-5376,16348
26145,5450,720,8,998,274
21717,20280,841,8,21515,20220
21914,18361,840,9,21892,17485
22501,20835,838,15,20415,20312
25897,-1854,835,2,-1190,-1417
14488,23304,827,9,5850,15591
26941,-3819,737,10,-11800,2166
22154,17302,847,1,22121,17433
10363,26022,825,7,5940,-11614
-2741,20786,711,13,-7132,3797
8117,21796,736,12,8117,21796
7031,-777,748,10,3013,20210
18408,23295,837,14,6767,17326
24064,-3491,703,6,-8725,4913
20621,20628,847,5,18546,19391
12859,22700,846,9,6217,6142
29027,1112,834,0,-6655,-2121
8703,24666,746,15,140,16966
9838,20503,849,8,7177,17504
554,12481,711,14,554,12481
15103,25180,831,7,-3526,13129
9816,20225,717,15,8676,16039
20071,20789,830,8,19608,20681
-9398,2173,825,4,10954,-14630
-1633,8347,740,11,-758,15649
28734,8023,704,8,9468,-15176
19232,24019,838,13,-2984,-3906
18250,17906,729,10,17636,18980
