特征一实部,特征一虚部,特征二,特征三,特征四四部,特征四虚部
1099,6195,718,7,153,14577
-7529,-8173,744,11,-11918,9037
25750,-4390,706,7,15320,-12684
-3297,-3200,718,11,-6672,13505
-1107,13000,746,5,1858,19699
20394,-2023,706,10,-3495,10252
-977,11149,845,3,-977,11149
25476,1115,712,10,-3368,41
-4197,14186,824,4,-698,-4900
-8985,-2020,720,14,-8985,-2020
14828,23149,726,15,13284,22359
28672,6346,737,1,-8025,3749
19590,23098,831,15,4983,12174
5831,10043,827,6,14540,1049
24331,1659,715,10,-1211,2278
10671,24500,743,15,3876,20019
27334,12237,717,0,-5282,3528
25939,14084,708,0,11776,-875
27437,11947,721,0,-5772,6310
16906,23101,842,5,7846,17882
18610,-3194,740,4,-1851,14914
2339,24148,729,13,-6320,13997
13640,22502,849,11,9119,3919
27335,11933,704,0,-7272,3612
26595,7760,705,1,-1560,1978
27277,8731,715,1,-470,-894
15666,23092,726,13,14678,22653
14447,19327,719,11,14662,20167
12163,20026,740,6,14400,22274
9391,25601,748,13,974,21490
15080,-13773,748,9,-9527,-3337
26261,12321,727,2,6271,3257
28637,8733,711,8,13377,-13175
28892,4825,706,6,8136,-14958
26179,13060,714,2,9863,-364
19048,-2443,727,4,-1292,16443
8909,15068,727,6,11005,21320
21537,21125,836,15,17769,19254
19868,3048,724,1,4312,18819
28655,11303,731,2,-12641,5437
29088,3863,726,6,727,-13238
28958,5221,707,10,7048,-15121
28150,3922,724,8,-7741,-691
16014,23115,731,13,15012,22737
415,24374,720,15,-9616,7865
16648,21929,826,5,11564,17046
8391,-3093,710,12,3951,-1289
14929,23498,834,9,5119,15864
28910,6124,741,1,-8966,5078
25564,1310,743,8,-3747,6102
9058,-7709,719,5,-5587,4915
-2550,-9416,741,7,-9615,2555
11340,24007,844,4,5924,21869
2657,25659,747,13,-10707,6837
10524,19723,737,9,11848,21415
16417,-4099,703,9,19,62
23785,-5721,705,5,6222,-12525
123,19046,827,6,1358,-3244
20342,-730,743,3,1635,18608
19820,23367,836,15,1291,11710
20122,23672,845,13,-7920,8797
-7822,12488,835,4,840,-11059
6200,-13806,717,12,-2861,-10927
27716,10813,714,2,-7076,5032
15658,22212,736,11,16068,22439
13493,23952,739,15,9744,22170
7465,19885,705,7,8923,21692
13363,21498,740,9,14400,22274
15285,25198,845,7,-5336,6523
15213,24857,829,12,-1809,3023
3009,3508,706,5,-70,13657
14046,22757,736,12,14046,22757
11333,25292,827,11,1149,-3963
11638,19628,735,10,13930,22241
20302,23632,847,15,-8566,860
-3154,19742,847,4,-7071,-2029
22088,610,718,8,-1948,12455
15435,18671,827,10,14692,16169
17729,22190,838,9,12933,19381
-5709,5667,710,14,-5709,5667
-4706,-3078,715,14,-4706,-3078
18792,22994,835,15,10528,4245
19480,23488,833,15,1746,9145
20484,-2072,722,8,-1680,16855
13587,-10067,826,1,4131,-8829
23366,4488,745,2,6324,21316
26501,-2055,826,2,-1706,-3729
26044,11206,707,1,12095,-903
28582,2365,824,0,-698,-4900
19536,23125,838,13,4059,10249
19317,19727,825,0,20435,20560
15795,25338,843,12,-4022,-6070
14918,19051,840,3,14918,19051
2172,19545,842,4,-2088,6353
11191,22222,724,12,11769,22638
139,22965,845,4,-9669,6671
12538,24321,842,10,6107,21931
20811,-5391,845,0,826,19823
13787,-10711,826,1,3947,-9641
216,-11379,733,12,-7727,-5112
8874,18945,848,3,8874,18945
20158,20879,830,4,19608,20681
-4403,-2614,723,5,-5919,16550
-6193,4018,841,3,-6193,4018
28502,10524,719,1,4000,-13023
27961,4199,714,4,-2573,-6975
13034,3282,732,11,6710,7395
4309,9568,705,7,3629,15130
12894,23204,830,11,5644,4762
1930,20894,733,13,-2096,8634
29243,7585,736,1,-8256,-4655
13141,23623,825,7,4731,5421
6901,18362,847,8,4702,13378
27503,13505,712,0,-1973,-9122
27424,1742,717,8,-9618,5262
18469,24251,829,13,474,-2195
25865,4740,712,8,-332,738
13110,25080,826,9,-2202,13337
13588,5470,742,3,8472,19818
6039,9425,829,10,14096,1199
-5521,15901,742,7,-1657,20924
15366,22804,826,12,8303,8105
14864,9183,728,8,9659,17342
28219,11660,711,1,14446,-13581
27393,-46,722,10,-9013,-10
9104,25587,831,9,608,-7468
28224,5603,706,4,3275,-11361
51,7963,832,8,4389,-2072
27681,11411,706,2,-6807,-888
11854,-11620,733,9,-9658,7316
10315,23147,840,4,5253,19937
28331,12082,726,2,-9041,-4566
21557,20077,844,1,21705,20136
7692,17663,747,5,9206,20384
2785,14612,712,11,4652,19654
18611,24175,831,13,599,-4056
28694,7598,717,3,-5292,-5674
9764,23128,732,15,5601,19084
12721,24384,825,9,107,11469
14622,-12654,832,1,3441,-12338
1672,-9606,746,9,-8635,10288
939,12896,723,13,6923,1465
16248,24056,844,12,1286,3073
12859,21797,828,9,8173,8572
1866,17871,709,15,2908,5351
28143,1336,841,0,-3515,793
11330,25508,836,9,-3767,-97
9169,16806,844,8,8067,12378
21906,20313,839,10,21591,20135
20069,23304,836,13,4231,18969
10564,26259,827,5,-2449,-7976
13087,21709,733,11,14073,22463
5785,5841,714,9,3029,15094
20988,20071,843,1,21167,20164
9505,15427,824,1,10064,17383
1829,24757,734,15,-7438,1169
16469,20890,847,6,13999,18940
16349,22161,744,5,16777,22407
14329,23054,712,13,13209,22397
2123,7895,716,14,2123,7895
28561,927,739,10,-4068,-8988
2603,26034,737,15,-10935,3458
11730,-11227,719,7,-5469,-3486
27567,8141,711,1,-3650,-542
10504,24546,839,6,1358,19133
3765,-13733,734,7,-7767,-4826
-966,21325,827,6,-2987,-5302
-3828,-4988,843,1,-8390,6631
26683,-1249,748,8,-8325,10755
7252,-14013,716,12,-1915,-11632
16547,24076,840,7,2991,16906
-5575,-6124,724,12,-10177,1692
12017,22983,743,13,8608,19950
-4435,15837,739,12,-4435,15837
23183,20023,844,14,22385,19737
15869,23075,726,15,14745,22559
23711,4724,727,10,5255,3430
4193,-12877,729,12,-4717,-8596
3597,14927,722,12,4022,17091
26905,10551,736,2,809,6185
1760,17675,841,8,-1266,8924
10925,20122,724,11,12067,21529
9244,24312,745,13,2678,19101
-2984,15786,737,12,-2984,15786
28664,11829,743,2,-7657,-5983
10800,21549,730,5,12546,22822
28085,-2721,849,2,-6864,-4979
12495,87,730,7,4630,4289
27490,7290,726,0,1413,22728
5930,4065,828,3,5930,4065
26960,9359,711,1,2857,-2491
-10123,16699,712,15,2246,-14063
25346,-5582,746,6,-10776,5919
16155,16403,825,2,16995,19069
-6242,15551,707,13,-1538,-4741
15182,21421,742,10,16585,22410
5126,8761,824,4,11060,1111
9324,-10470,833,1,-617,-6357
29262,8934,741,1,-4565,-9809
23922,-2742,725,4,-6275,13581
23926,7878,719,8,8710,4749
11044,-12085,727,7,-6480,-2744
2386,8448,746,14,4297,4984
2793,20906,732,15,-380,6938
22638,-4125,747,4,-5488,13736
12650,25440,842,9,-5104,4291
20829,19598,830,0,21538,20123
24963,3838,726,1,-756,15754
9271,3343,732,10,5201,19533
4013,-8219,713,7,-6944,4281
16974,23335,837,7,7404,17775
-1336,9038,726,11,756,18506
11260,21892,719,7,12432,22685
17096,23456,829,12,6153,16072
26120,5244,717,8,516,150
28882,6396,734,1,-9097,2545
-3612,4334,741,5,-3143,15491
29092,7734,708,8,8404,-16027
-8555,-5018,726,14,-8555,-5018
10906,20373,732,6,13977,22915
15078,23380,730,13,13750,22883
19817,21576,842,12,15114,19116
5966,-12475,745,9,-9950,6051
13015,26062,836,5,-8318,1490
5566,14083,728,5,6972,19421
2501,10774,738,9,3703,18098
12199,22885,705,13,10610,21624
27201,5343,713,3,-5200,4360
28336,4242,724,8,-7495,-2098
28068,6004,704,4,5111,-11162
26011,9061,714,2,-314,13081
9520,13681,731,8,11558,21567
19685,19162,827,4,19449,18646
-1392,-8925,733,11,-9109,11677
13622,20244,734,3,15873,22433
10775,19015,712,4,13209,22397
13652,19136,849,1,14451,20054
-412,-1140,748,11,-4000,9162
19243,-7476,744,6,-6283,13300
14701,15711,708,1,13840,19907
20097,-6440,735,10,-6347,12253
27802,6182,729,3,-4407,4092
17663,21718,835,6,15577,20814
1049,12425,725,11,3207,19311
15755,24205,837,11,2366,15836
10966,20466,737,11,11848,21415
-11376,8751,741,14,-10000,-187
20319,20964,828,6,19463,20695
20839,22836,849,15,1999,15375
8918,21044,836,10,4161,13163
29934,2632,824,2,14022,-14411
27001,10273,717,2,-3095,8604
10554,19213,832,8,8897,16570
16581,15827,732,2,15634,20317
17635,24306,841,7,4799,21845
22185,20794,831,14,21029,20424
13891,25744,841,5,-8055,5324
12110,25744,745,15,5270,24226
19956,20664,828,8,19674,20483
17161,24365,828,12,1890,18547
11355,26254,839,5,-2364,-8677
19007,24076,831,15,-578,-1790
12737,21653,744,12,12737,21653
28158,9159,731,2,-4593,16775
15522,24769,840,9,1673,19467
7848,-4209,725,11,-2311,5835
23755,5212,727,10,6271,3257
19991,23169,848,13,684,4978
13163,22850,842,5,6673,4922
-837,-2232,724,7,-5147,11271
27566,-568,747,8,-9820,8617
4505,23496,847,6,-5033,4149
8824,23853,825,6,302,16584
28312,9464,748,0,-2694,18871
-1657,-9213,733,7,-9819,9615
9939,2246,721,6,3717,18195
11397,23532,839,3,11397,23532
3201,21983,840,6,-2745,1516
11942,22157,707,12,12302,22461
21015,-1763,720,8,-2128,16098
19828,19286,827,10,19449,18646
4070,21296,745,12,4070,21296
20881,22232,842,15,10800,18426
8047,23268,831,4,1939,18755
12424,1265,717,6,2496,16073
10181,20449,720,15,8884,16457
21386,368,733,6,-442,8942
28070,7890,731,2,-2698,19876
28195,6542,719,3,-6248,-75
-5380,8032,832,8,414,-6197
10164,20638,709,7,11158,21831
28404,9959,737,2,-7418,8482
7747,-13823,744,9,-10723,3998
11165,21979,827,5,9485,3236
7387,10384,840,8,9843,5178
13809,18034,745,0,16841,22391
10716,-13300,733,5,-10720,3659
-2612,-6467,708,14,-2612,-6467
13335,4449,826,2,8270,15417
17447,22049,835,9,12517,18887
19158,18336,824,1,19255,18617
22805,-9276,709,5,-463,-13681
1806,7555,721,9,2401,18344
421,2282,732,5,-1335,15877
15690,20801,840,6,13157,18413
5801,22621,742,15,530,8770
20249,22053,847,14,14203,19946
9025,22943,829,3,9025,22943
3490,-14447,736,5,-11627,1142
26083,5060,707,4,3064,-3198
17566,24181,840,7,4684,21130
19029,24151,834,13,-4392,-1488
29191,3581,717,10,-1242,-13541
14624,-5768,834,2,211,16361
11387,22463,835,10,6325,18143
17913,18550,732,11,17731,19003
17424,18513,718,11,17202,18939
13333,22612,832,12,13394,1462
25647,10135,709,3,11177,383
10547,10300,723,3,10474,21124
16768,23385,828,12,6189,14449
27500,12040,711,2,-2314,-4173
22005,20224,843,4,21768,20135
8716,-15408,727,11,-12238,1183
6128,17904,834,3,6128,17904
5891,17231,839,3,5891,17231
28284,306,729,10,-10413,-1252
20629,-11045,706,7,1833,-14175
1,9167,729,5,2240,19228
6082,11705,838,8,7856,5874
-10689,-937,706,13,15848,-12512
19602,23974,839,13,-7873,3565
-4723,22122,723,15,-7363,-6552
16653,22304,828,9,11520,18472
-1612,-12445,716,14,-1612,-12445
-5258,19195,706,13,-6807,-888
17559,22420,831,11,11948,18789
28632,7181,731,1,-9030,6351
29993,3544,839,0,669,-12315
-7173,5787,715,14,-7173,5787
24548,-4514,747,4,-8001,13216
16765,19537,711,13,16926,18925
11809,9895,711,2,11643,22285
28506,8847,710,3,1901,-11250
13631,-5669,740,10,-1629,17084
28830,7989,727,1,-9156,626
805,-13827,707,14,805,-13827
27344,4916,712,4,1236,-5532
19045,23114,842,15,11149,1503
27093,12112,712,2,758,-2324
4435,11927,834,1,5119,15864
27704,-2064,837,2,-2663,-6125
10515,21700,837,5,12298,577
20801,22977,845,15,2036,18249
28740,6302,712,10,11048,-13466
1604,24179,841,10,-9449,2533
24366,6484,715,10,9466,1008
26407,-1258,746,3,-4233,19025
14065,20692,743,8,16115,22429
18869,23941,825,13,-1830,8878
24435,5138,736,4,6738,1896
7057,16863,837,3,7057,16863
26553,13121,704,0,2761,-2774
22882,-2386,725,8,-4097,16541
13550,26075,841,5,-9449,2533
14751,-13745,723,7,-6708,-7763
28750,8049,710,3,-2796,-10001
28108,3376,704,10,525,-10879
9792,-8785,720,5,-6301,4104
25992,13666,713,0,9070,518
17122,24482,828,12,776,18278
7694,-9158,737,6,-2427,20167
17469,20755,846,6,15505,19275
15863,25041,840,12,-3846,-1089
1105,25616,733,15,-11755,8305
21854,20969,825,14,20615,20562
24501,3309,737,8,962,5026
17160,24225,824,14,1641,15242
25455,3941,723,4,122,1731
18835,21061,835,12,15307,16743
20266,22092,842,12,15312,21024
19296,22944,843,15,10334,2671
2564,23981,845,6,-7314,-403
11884,67,726,4,3426,19532
12575,7598,724,2,11769,22638
4585,-13011,731,12,-4485,-8863
16387,-3074,730,8,1415,20419
13189,21876,725,9,14403,22728
4456,12541,711,7,4819,17165
2225,25259,734,15,-9097,2545
29052,8199,730,3,-5588,-7391
18596,23429,831,15,8650,1915
26140,2483,724,3,-4219,14148
2446,-1882,716,9,-2988,14402
22674,751,715,8,-2596,11515
338,21540,729,12,2406,23260
7743,23033,731,13,3395,18483
11750,243,707,14,11750,243
27535,12656,726,0,-3730,2466
27452,6687,723,1,-5266,7350
20030,21571,825,5,17899,20776
8809,16317,719,14,8809,16317
1436,19333,841,4,-2588,5209
5340,-11556,713,7,-9008,1714
22617,-9703,703,7,5677,-15456
26664,3941,705,4,-941,-4109
11702,-794,728,5,1947,6397
22661,-3228,740,4,-5203,11878
28091,1518,739,8,-8983,1621
5351,25214,739,13,-5446,14670
-1989,3629,830,3,-1989,3629
19502,23129,830,15,4936,11861
28295,12161,739,0,-8983,1621
9170,-9282,738,10,-2049,20492
28577,11923,745,0,-10629,5833
13988,-677,729,7,5333,2527
28806,5420,716,10,6754,-13620
7705,24442,739,13,31,17594
18166,24744,830,13,6521,-14248
10131,22930,725,15,6798,19558
6312,5031,748,6,5682,20020
-4847,12366,825,4,1471,-6688
28729,3474,723,4,-7360,-6353
5850,-13463,717,14,5850,-13463
21072,-3774,718,6,-5356,10843
1740,17522,726,13,2191,5607
28134,12531,735,0,-7891,-2947
2670,10964,847,3,2670,10964
12238,3491,708,6,3965,15861
10474,16975,747,4,13114,21774
13156,1572,833,3,13156,1572
21711,3300,726,8,2023,11474
7971,2577,730,9,2274,12776
14154,23120,711,13,13008,22463
23921,2765,831,2,9511,2417
12557,25716,846,9,-6596,1067
18829,23445,830,13,4231,7279
16467,24744,845,5,826,19823
21253,20321,837,3,21253,20321
1607,-2058,842,1,-2699,5878
11013,-8337,709,7,-2868,-1809
15310,22544,836,7,7939,10505
5892,17807,723,12,6488,19227
17927,24548,825,13,4780,-8872
27369,2683,729,3,-6320,13997
-5755,8594,735,12,-5755,8594
7194,19914,833,6,4077,8409
19867,23699,842,15,-3181,-3392
22625,2949,729,1,2070,17834
12360,-11714,704,7,-5117,-5566
26191,2906,824,0,3935,1987
8903,-6922,726,9,-5223,9264
-4255,19542,710,13,-6496,438
4236,-2952,703,12,19,62
-1351,-1946,733,11,-4707,13896
25255,1629,726,4,-3947,6139
2507,22222,828,6,-4058,2160
29251,5494,737,3,-8881,-1764
18699,23225,843,12,7984,19721
7363,2380,748,7,3808,6756
27623,1124,729,4,-9498,4203
-66,-9886,824,3,-66,-9886
14429,25732,827,12,-3351,-6404
15816,25248,833,14,-56,-7845
19202,-563,747,10,631,10818
19496,22748,843,15,9452,5777
17666,1421,703,4,1088,12977
9288,5593,730,3,9105,22184
22461,-6189,705,5,4290,-10932
-40,22221,719,15,-5587,4915
19984,-10667,739,9,-2960,-9577
3220,17249,841,3,3220,17249
20154,-7,716,8,-489,15109
418,-8926,726,12,-6136,-3364
-2555,-2556,722,12,-6188,3475
20891,9835,725,2,9398,17111
-6832,18476,713,13,-6070,-5239
28760,6175,709,8,-237,-12257
14297,25290,846,9,-4978,12320
18115,-11709,729,11,-5023,-8175
25025,530,837,0,242,8016
14511,22462,727,12,14785,22648
22607,-4804,712,6,-8332,9499
22438,5370,741,2,6593,20229
21768,-765,735,6,-661,4933
20160,19682,841,2,21023,20232
13633,23370,832,9,3830,11814
27743,2822,713,10,-1889,-7581
18504,-2735,724,8,-375,18916
19272,24092,835,13,-6396,1044
11208,17696,721,1,14228,22514
-7025,18126,712,15,-799,-9251
2325,22429,730,15,-3592,7753
24463,-7300,703,7,10726,-14996
26955,8730,730,0,1415,20419
-1951,3548,710,14,-1951,3548
-6579,-2481,731,12,-9598,5394
-2989,19690,707,13,-5655,2920
-2471,16532,846,8,-4895,3383
19860,22474,826,13,11313,17899
26823,-3044,706,7,18154,-11987
14617,21931,835,6,11129,19376
24453,2035,721,4,-2363,5578
10171,-14386,734,5,-8328,-4826
1619,-7179,830,3,1619,-7179
3533,9130,742,7,3198,13467
24752,-2004,824,2,-498,132
-1465,6949,740,11,-1139,14650
4399,18760,831,10,2679,4968
26454,12403,727,2,5816,2399
9415,26183,828,9,-3175,-7244
12441,20561,739,5,13288,21541
28535,11205,730,2,-11234,5253
28647,8486,724,1,-7495,-2098
19876,-6398,828,2,-4049,11262
13829,-13791,726,11,-9101,-3877
22742,-7113,847,2,-6476,11026
25910,-3127,735,6,-7971,-287
17275,-7787,703,11,824,-6686
-3177,-9204,841,3,-3177,-9204
23401,2452,740,8,569,7943
14310,-13077,708,14,14310,-13077
7631,-9004,830,1,-1290,-4038
22073,20864,829,14,20894,20468
16205,20563,835,10,14402,18798
24519,2806,719,3,-2121,13391
12558,25631,833,11,-2682,-2137
8239,-14039,742,11,-6942,-5201
11678,-3155,726,6,756,18506
-4813,-7580,743,7,-10072,5050
12180,-5915,704,11,-956,-181
-5269,1960,828,8,5267,-10354
14145,25168,827,12,1149,-3963
-13190,7206,707,13,8345,-15039
22417,20913,836,15,20265,20349
14508,-470,743,9,4913,3714
-2655,17698,827,6,3484,-8185
6019,1749,746,10,4599,20456
28687,10260,746,2,-8345,9051
28061,3513,719,4,-5485,-4756
21311,-264,741,1,2983,20644
17743,22762,844,11,10195,18711
10595,22038,720,12,11194,22503
29294,5284,744,1,-10857,9790
-2715,-3713,739,11,-6852,8459
21334,-3799,747,6,-4096,8600
28673,10597,724,1,2875,-13728
9285,-14754,731,11,-11504,1329
26472,5377,730,3,-2468,8601
10001,20949,709,14,10001,20949
21835,827,738,1,2578,19055
27610,11602,708,0,-8066,6519
13325,18886,703,7,13483,19767
17117,24598,849,12,-5104,5949
2316,22832,711,13,-3975,13720
24745,2435,731,8,-2476,9129
24889,-5121,704,5,8379,-13616
-6676,19824,732,13,-6315,-7455
5650,19745,834,6,2928,5451
5289,-3699,727,9,-3279,12801
-1359,24260,732,15,-10976,803
11054,-2877,748,10,1179,18348
27489,6570,712,3,-4018,109
16826,19287,840,6,15710,17074
27397,920,839,0,-2937,3310
19944,19283,829,10,19568,18667
22718,20270,847,11,21881,20083
26226,13544,720,0,7835,848
15015,928,825,3,15015,928
14106,23609,727,15,12135,22718
-10746,12582,716,15,9109,-13503
15871,-1276,731,8,2735,19692
27910,7343,723,1,-6327,4211
27954,287,847,0,-5270,4153
-6959,1792,748,7,-7129,12246
-6153,12887,736,12,-6153,12887
8602,-14466,715,12,-695,-12808
28168,9313,703,3,5920,-11368
9202,-14893,730,5,-12564,4606
28061,12264,715,2,-5342,-8532
28629,10049,707,1,805,-13827
6572,23979,843,10,-3758,12844
23707,2812,848,2,9312,3685
15973,24600,830,11,2467,19164
12547,2309,718,6,3499,16133
10419,-14578,703,14,10419,-14578
3748,-13566,720,12,-5179,-9368
20788,22129,838,13,12067,19050
25949,9259,730,1,4630,4289
29048,8172,719,3,-4255,-10375
14479,-4551,708,9,-1497,2481
21129,22506,849,15,7939,19419
17819,23038,849,5,9613,19720
27370,621,732,4,-9658,6217
28639,1887,837,0,-2106,-2948
26356,10146,714,0,-808,14352
19940,18471,837,1,20056,18701
15167,19542,729,11,15391,20289
11840,22044,840,9,7952,4569
10619,-9902,723,5,-7199,3054
9503,18674,716,6,12287,22421
21815,20277,830,10,21538,20123
20593,22833,849,15,2797,12586
28466,10622,718,1,4916,-13278
13883,7141,824,0,10950,18016
5500,18964,733,5,8504,22334
11876,20331,745,8,15041,22856
14323,4731,736,3,7525,19274
26549,9814,713,2,-1861,10355
26901,-1335,727,10,-10004,4412
28818,5186,704,6,9784,-14740
28864,8094,718,8,8409,-14258
5925,23339,848,6,-3756,7144
22216,-4568,703,9,2629,-8052
15304,-12520,831,1,4325,-12668
9985,16049,726,1,13523,22628
28699,3217,715,10,-1983,-11336
13129,22475,712,14,13129,22475
21715,-6941,730,6,-7517,15303
-9023,14372,705,15,4290,-10932
27379,2456,715,4,-6141,-1626
9564,-2925,732,10,2001,20833
-6934,20417,719,15,-4255,-10375
22505,20418,842,7,21574,20187
24782,-3669,827,2,-3818,1436
7405,12818,826,1,7666,15625
368,9624,708,15,11559,-583
18506,-9329,708,7,1854,-10019
19156,23676,828,15,1021,8034
-3041,22522,720,15,-8351,-1765
15456,24228,835,7,1416,12990
6303,14709,829,3,6303,14709
13278,196,725,10,2333,17007
12935,9377,827,2,11674,17146
9910,12380,709,1,11158,21831
7650,19090,829,8,5539,15279
-12453,13853,703,15,5768,-15506
1215,25408,738,15,-9421,-1786
2958,11948,725,5,4485,19000
-4345,18210,706,15,-1469,-3564
27370,3967,746,1,-4569,13697
20824,-10509,719,5,-4255,-10375
12084,23112,829,11,7009,2931
-4631,15902,745,11,-155,21551
130,21108,733,13,-4372,6400
21953,18811,838,14,21796,17495
18384,20911,828,8,17834,20568
23324,-7886,718,9,-3712,-10266
3134,23799,726,13,-4443,14871
3863,13656,829,8,4317,6901
10331,25539,835,9,-1874,-4540
11060,1111,824,3,11060,1111
10447,14098,745,3,12864,21717
18054,360,728,9,5568,2668
17111,24226,847,11,3797,19659
12305,-4825,707,5,-1216,1984
27498,7300,710,1,-4681,2405
9043,25881,742,15,-1531,20383
-3012,17247,733,5,3625,23872
18093,21805,840,5,13157,18413
3618,-12125,719,12,-4626,-7943
13282,10828,731,0,13823,22408
-3435,16709,710,15,1674,-3195
26429,2698,729,1,-2915,18273
16336,22813,827,7,8716,16291
18317,22389,829,12,11709,18263
22042,3416,716,4,2123,7895
17690,2578,714,8,3029,15094
11010,22466,830,5,8883,1693
28080,10969,727,2,-7601,6122
26001,751,714,10,-4829,-304
13733,8437,704,2,10418,21664
12478,25061,835,5,-1545,1390
17454,24051,849,5,4665,20817
25762,-4867,705,5,9570,-14676
2952,-12580,720,12,-5529,-8018
28619,6817,706,6,15846,-12256
23363,-1919,848,2,684,4978
-8422,17565,721,15,2202,-12416
29857,3847,825,0,5529,-12973
7690,25072,748,14,6064,24444
8913,5276,731,12,6816,7148
2057,24377,842,10,-9590,3576
4781,14829,831,4,5506,5089
16615,-7976,740,8,-1326,21128
1362,-10345,733,7,-9705,7064
28600,4088,744,1,-7967,13095
17539,22727,834,7,10151,18436
26924,237,740,8,-8178,6309
21466,22577,842,15,12049,23624
28257,6874,728,1,-7649,6890
25658,2057,739,1,-1883,16697
912,310,737,9,-2408,13479
4523,24320,730,15,-4124,14474
3333,6931,711,5,2031,15558
4826,13970,840,1,6080,17489
-3202,-5848,709,14,-3202,-5848
12632,11153,839,2,13032,18330
20368,18967,839,8,20167,18707
7434,20295,734,11,8906,21760
19473,-8753,706,7,3476,-10672
9604,17270,727,14,9604,17270
4696,23999,743,12,4696,23999
-2605,10165,725,7,-94,19197
7913,-9631,727,5,-7601,6122
1309,2562,724,5,-1094,14996
18209,23535,847,14,2580,11820
11268,21420,718,14,11268,21420
27802,1155,717,10,-7019,-4321
2629,-7580,715,7,-7173,5787
9059,-6418,719,7,-2649,1868
24322,5769,848,0,11360,6880
9500,6368,741,1,10093,22287
23420,1107,745,8,-1084,9909
6452,2120,737,12,6452,2120
22952,-3528,726,8,-4454,17840
13210,22140,729,12,13615,22413
13851,-1957,747,8,2637,19627
4647,24228,735,13,-4265,12378
-4883,-1893,724,5,-5599,17095
582,3285,723,9,-43,17618
28761,2274,732,6,-5403,-8235
-9696,17626,714,13,-5100,-10625
13273,485,734,11,7585,2724
28455,4195,723,8,-7774,-2912
26340,10498,710,0,-1353,12658
28555,5523,713,4,1989,-11297
9118,422,739,10,3004,18524
-1635,19509,716,15,-1759,162
6708,13276,709,4,9556,21964
15406,23033,734,13,13835,22224
28088,6165,703,4,5920,-11368
16576,-7753,714,9,-4829,-304
5319,-11484,719,12,-2575,-8202
22831,-4492,739,10,-6852,8459
28982,4628,722,6,4822,-13949
19977,20576,835,3,19977,20576
385,13258,829,8,950,3897
24726,5388,742,8,5159,3415
9462,19332,725,11,10756,21232
-7674,-1580,743,7,-8964,10280
11366,-8111,709,7,-2239,-1783
18570,-11638,735,5,282,-11774
16631,7528,720,2,10021,20922
15986,23083,844,12,7436,5632
18178,19061,744,14,18205,18898
26586,1501,733,3,-4313,17226
433,13839,836,4,3146,-454
-1349,19367,844,4,-5351,684
-13360,9949,704,13,4749,-15359
22267,20097,837,6,21976,19947
-3491,11123,834,8,-803,-2019
17058,21715,831,10,15083,20708
26776,8798,721,1,1366,1778
9111,-2254,735,5,1278,4115
-5141,-677,717,12,-7644,5821
-5658,13050,734,12,-5658,13050
11094,20075,728,5,12389,21746
-1090,-9681,742,11,-9391,4316
14825,23214,842,11,4864,8949
26528,-2907,715,9,8221,-13668
16756,24595,825,12,-77,17133
19710,23418,832,15,1491,13861
10472,21570,704,14,10472,21570
9791,24400,839,10,1358,19133
19613,23765,829,15,-1538,14903
28475,1873,724,4,-10900,-408
26900,10612,735,2,906,5719
28680,3905,714,4,-4577,-9259
10681,-6665,716,7,-1759,162
27834,10386,719,2,-7198,8749
16530,24255,828,14,1021,8034
235,11941,720,12,502,15072
12173,23526,711,15,9859,22081
27065,12176,711,2,1203,-2767
19879,22318,849,12,13258,20502
28315,12096,743,0,-7785,1691
15945,19609,740,5,16104,20166
21803,-708,729,3,1116,20189
18356,22341,837,7,12773,19319
5167,21443,710,13,1897,15264
28542,10419,733,2,-9109,11677
22410,16631,848,0,22143,17441
18051,23132,848,7,8777,19369
20432,23032,847,13,1587,14551
-10982,10257,719,13,6532,-13283
10523,26001,830,5,-134,-8809
7066,20778,738,7,8490,22009
12101,2185,830,2,6290,16294
16688,23070,746,13,15340,22572
26560,1747,742,3,-4794,13046
26122,1279,727,8,-6485,9147
-12737,10834,709,13,4483,-14930
28530,4288,710,4,-2796,-10001
10711,5406,722,4,6349,19070
-5794,15718,727,12,-3541,19636
9953,21107,704,12,10418,21664
15213,25413,845,11,-6833,9496
281,18825,842,4,-3196,2897
-7301,-1209,731,7,-7193,15904
19830,23818,838,15,-6955,3650
-1701,24682,727,15,-12185,1366
17698,-12389,733,11,-6384,-7470
6120,23720,731,13,236,18039
19253,23506,832,15,2559,5406
-8934,17544,719,13,-4393,-10103
11179,20210,739,4,14399,22813
26869,14796,703,0,17377,-11761
10504,23748,848,4,4364,20617
13320,20578,827,4,11378,18356
20687,-6610,714,6,-7595,13064
15180,22425,733,12,15450,22589
22130,-9649,736,9,-20,-12403
27625,-1333,725,6,-11234,503
-6594,12049,724,12,-5084,16879
10835,-11898,709,11,-7670,-1729
4017,-13817,720,12,-4983,-9813
26041,-451,723,10,-7199,3054
-6476,11026,847,3,-6476,11026
17008,15461,732,0,15634,20317
28403,-236,828,2,3487,-10109
21081,21261,839,11,19072,20732
26312,13865,703,0,8534,-3894
17442,3290,721,9,8346,5100
20854,20134,841,1,21023,20232
28273,10233,736,2,-6888,6175
14678,24739,831,11,-1310,12209
14515,25802,845,7,-7975,-1116
18859,22383,835,12,12499,19129
28709,2720,730,6,-3676,-9362
13430,22137,731,12,13823,22408
